Date;JourDeLaSemaine;ZoneAnalyse;Continent;Pays;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-06-15;Jeudi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;07 jours;Periode normale;77
2017-06-15;Jeudi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;08 jours;Periode normale;81
2017-06-15;Jeudi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;09 jours;Periode normale;81
2017-06-15;Jeudi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;10 jours;Periode normale;86
2017-06-15;Jeudi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;11 jours;Periode normale;91
2017-06-15;Jeudi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;12 jours;Periode normale;115
2017-06-15;Jeudi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;13 jours;Periode normale;121
2017-06-15;Jeudi;Zone FIMU;Europe;Pays-Bas;Touriste Etranger;14 jours;Periode normale;132
2017-06-15;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;01 jours;Periode normale;22
2017-06-15;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;02 jours;Periode normale;33
2017-06-15;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;03 jours;Periode normale;40
2017-06-15;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;04 jours;Periode normale;60
2017-06-15;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;05 jours;Periode normale;60
2017-06-15;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;06 jours;Periode normale;60
2017-06-15;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;07 jours;Periode normale;60
2017-06-15;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;08 jours;Periode normale;79
2017-06-15;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;09 jours;Periode normale;79
2017-06-15;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;10 jours;Periode normale;84
2017-06-15;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;11 jours;Periode normale;101
2017-06-15;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;12 jours;Periode normale;117
2017-06-15;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;13 jours;Periode normale;122
2017-06-15;Jeudi;Zone FIMU;Europe;Royaume-Uni;Touriste Etranger;14 jours;Periode normale;136
2017-06-15;Jeudi;Zone FIMU;Europe;Russie;Touriste Etranger;01 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Russie;Touriste Etranger;02 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Russie;Touriste Etranger;03 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Russie;Touriste Etranger;04 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Russie;Touriste Etranger;05 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Russie;Touriste Etranger;06 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Russie;Touriste Etranger;07 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Russie;Touriste Etranger;08 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Russie;Touriste Etranger;09 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Russie;Touriste Etranger;10 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Russie;Touriste Etranger;11 jours;Periode normale;26
2017-06-15;Jeudi;Zone FIMU;Europe;Russie;Touriste Etranger;12 jours;Periode normale;29
2017-06-15;Jeudi;Zone FIMU;Europe;Russie;Touriste Etranger;13 jours;Periode normale;29
2017-06-15;Jeudi;Zone FIMU;Europe;Russie;Touriste Etranger;14 jours;Periode normale;29
2017-06-15;Jeudi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;06 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;07 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;08 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;09 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;10 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;11 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;12 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;13 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Scandinavie;Touriste Etranger;14 jours;Periode normale;#
2017-06-15;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;01 jours;Periode normale;35
2017-06-15;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;02 jours;Periode normale;63
2017-06-15;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;03 jours;Periode normale;80
2017-06-15;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;04 jours;Periode normale;90
2017-06-15;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;05 jours;Periode normale;109
2017-06-15;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;06 jours;Periode normale;143
2017-06-15;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;07 jours;Periode normale;155
2017-06-15;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;08 jours;Periode normale;178
2017-06-15;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;09 jours;Periode normale;193
2017-06-15;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;10 jours;Periode normale;207
2017-06-15;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;11 jours;Periode normale;244
2017-06-15;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;12 jours;Periode normale;349
2017-06-15;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;13 jours;Periode normale;392
2017-06-15;Jeudi;Zone FIMU;Europe;Suisse;Touriste Etranger;14 jours;Periode normale;425
2017-06-16;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;01 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;02 jours;Periode normale;25
2017-06-16;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;03 jours;Periode normale;30
2017-06-16;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;04 jours;Periode normale;50
2017-06-16;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;05 jours;Periode normale;59
2017-06-16;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;06 jours;Periode normale;59
2017-06-16;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;07 jours;Periode normale;70
2017-06-16;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;08 jours;Periode normale;89
2017-06-16;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;09 jours;Periode normale;98
2017-06-16;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;10 jours;Periode normale;105
2017-06-16;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;11 jours;Periode normale;116
2017-06-16;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;12 jours;Periode normale;125
2017-06-16;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;13 jours;Periode normale;137
2017-06-16;Vendredi;Zone FIMU;Afrique;Reste Du Monde;Touriste Etranger;14 jours;Periode normale;146
2017-06-16;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;01 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;02 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;03 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;04 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;05 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;06 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;07 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;08 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;09 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;10 jours;Periode normale;25
2017-06-16;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;11 jours;Periode normale;25
2017-06-16;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;12 jours;Periode normale;25
2017-06-16;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;13 jours;Periode normale;25
2017-06-16;Vendredi;Zone FIMU;Amérique;Reste Du Monde;Touriste Etranger;14 jours;Periode normale;25
2017-06-16;Vendredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;06 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;07 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;08 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;09 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;10 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;11 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;12 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;13 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Amérique;États-Unis;Touriste Etranger;14 jours;Periode normale;27
2017-06-16;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;01 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;02 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;03 jours;Periode normale;29
2017-06-16;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;04 jours;Periode normale;47
2017-06-16;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;05 jours;Periode normale;51
2017-06-16;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;06 jours;Periode normale;67
2017-06-16;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;07 jours;Periode normale;67
2017-06-16;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;08 jours;Periode normale;74
2017-06-16;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;09 jours;Periode normale;74
2017-06-16;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;10 jours;Periode normale;82
2017-06-16;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;11 jours;Periode normale;82
2017-06-16;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;12 jours;Periode normale;82
2017-06-16;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;13 jours;Periode normale;82
2017-06-16;Vendredi;Zone FIMU;Asie;Asie Océanie;Touriste Etranger;14 jours;Periode normale;82
2017-06-16;Vendredi;Zone FIMU;Asie;Chine;Touriste Etranger;01 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Asie;Chine;Touriste Etranger;02 jours;Periode normale;35
2017-06-16;Vendredi;Zone FIMU;Asie;Chine;Touriste Etranger;03 jours;Periode normale;35
2017-06-16;Vendredi;Zone FIMU;Asie;Chine;Touriste Etranger;04 jours;Periode normale;35
2017-06-16;Vendredi;Zone FIMU;Asie;Chine;Touriste Etranger;05 jours;Periode normale;41
2017-06-16;Vendredi;Zone FIMU;Asie;Chine;Touriste Etranger;06 jours;Periode normale;47
2017-06-16;Vendredi;Zone FIMU;Asie;Chine;Touriste Etranger;07 jours;Periode normale;53
2017-06-16;Vendredi;Zone FIMU;Asie;Chine;Touriste Etranger;08 jours;Periode normale;53
2017-06-16;Vendredi;Zone FIMU;Asie;Chine;Touriste Etranger;09 jours;Periode normale;53
2017-06-16;Vendredi;Zone FIMU;Asie;Chine;Touriste Etranger;10 jours;Periode normale;53
2017-06-16;Vendredi;Zone FIMU;Asie;Chine;Touriste Etranger;11 jours;Periode normale;56
2017-06-16;Vendredi;Zone FIMU;Asie;Chine;Touriste Etranger;12 jours;Periode normale;56
2017-06-16;Vendredi;Zone FIMU;Asie;Chine;Touriste Etranger;13 jours;Periode normale;66
2017-06-16;Vendredi;Zone FIMU;Asie;Chine;Touriste Etranger;14 jours;Periode normale;73
2017-06-16;Vendredi;Zone FIMU;Asie;Japon;Touriste Etranger;01 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Asie;Japon;Touriste Etranger;02 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Asie;Japon;Touriste Etranger;03 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Asie;Japon;Touriste Etranger;04 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Asie;Japon;Touriste Etranger;05 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Asie;Japon;Touriste Etranger;06 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Asie;Japon;Touriste Etranger;07 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Asie;Japon;Touriste Etranger;08 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Asie;Japon;Touriste Etranger;09 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Asie;Japon;Touriste Etranger;10 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Asie;Japon;Touriste Etranger;11 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Asie;Japon;Touriste Etranger;12 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Asie;Japon;Touriste Etranger;13 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Asie;Japon;Touriste Etranger;14 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;02 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;03 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;04 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;05 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;06 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;07 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;08 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;09 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;10 jours;Periode normale;21
2017-06-16;Vendredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;11 jours;Periode normale;21
2017-06-16;Vendredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;12 jours;Periode normale;25
2017-06-16;Vendredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;13 jours;Periode normale;25
2017-06-16;Vendredi;Zone FIMU;Autre;Reste Du Monde;Touriste Etranger;14 jours;Periode normale;25
2017-06-16;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;01 jours;Periode normale;47
2017-06-16;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;02 jours;Periode normale;72
2017-06-16;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;03 jours;Periode normale;103
2017-06-16;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;04 jours;Periode normale;125
2017-06-16;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;05 jours;Periode normale;145
2017-06-16;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;06 jours;Periode normale;160
2017-06-16;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;07 jours;Periode normale;174
2017-06-16;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;08 jours;Periode normale;220
2017-06-16;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;09 jours;Periode normale;227
2017-06-16;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;10 jours;Periode normale;238
2017-06-16;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;11 jours;Periode normale;257
2017-06-16;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;12 jours;Periode normale;335
2017-06-16;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;13 jours;Periode normale;573
2017-06-16;Vendredi;Zone FIMU;Europe;Allemagne;Touriste Etranger;14 jours;Periode normale;645
2017-06-16;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;01 jours;Periode normale;47
2017-06-16;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;02 jours;Periode normale;79
2017-06-16;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;03 jours;Periode normale;84
2017-06-16;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;04 jours;Periode normale;99
2017-06-16;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;05 jours;Periode normale;109
2017-06-16;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;06 jours;Periode normale;121
2017-06-16;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;07 jours;Periode normale;143
2017-06-16;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;08 jours;Periode normale;151
2017-06-16;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;09 jours;Periode normale;178
2017-06-16;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;10 jours;Periode normale;183
2017-06-16;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;11 jours;Periode normale;190
2017-06-16;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;12 jours;Periode normale;271
2017-06-16;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;13 jours;Periode normale;335
2017-06-16;Vendredi;Zone FIMU;Europe;Autre pays d'Europe;Touriste Etranger;14 jours;Periode normale;383
2017-06-16;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;01 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;02 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;03 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;04 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;05 jours;Periode normale;23
2017-06-16;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;06 jours;Periode normale;31
2017-06-16;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;07 jours;Periode normale;41
2017-06-16;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;08 jours;Periode normale;64
2017-06-16;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;09 jours;Periode normale;69
2017-06-16;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;10 jours;Periode normale;78
2017-06-16;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;11 jours;Periode normale;82
2017-06-16;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;12 jours;Periode normale;88
2017-06-16;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;13 jours;Periode normale;95
2017-06-16;Vendredi;Zone FIMU;Europe;Belgique+Luxembourg;Touriste Etranger;14 jours;Periode normale;102
2017-06-16;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;01 jours;Periode normale;26
2017-06-16;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;02 jours;Periode normale;26
2017-06-16;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;03 jours;Periode normale;26
2017-06-16;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;04 jours;Periode normale;32
2017-06-16;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;05 jours;Periode normale;39
2017-06-16;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;06 jours;Periode normale;43
2017-06-16;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;07 jours;Periode normale;43
2017-06-16;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;08 jours;Periode normale;46
2017-06-16;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;09 jours;Periode normale;59
2017-06-16;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;10 jours;Periode normale;68
2017-06-16;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;11 jours;Periode normale;71
2017-06-16;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;12 jours;Periode normale;75
2017-06-16;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;13 jours;Periode normale;83
2017-06-16;Vendredi;Zone FIMU;Europe;Espagne;Touriste Etranger;14 jours;Periode normale;101
2017-06-16;Vendredi;Zone FIMU;Europe;Italie;Touriste Etranger;02 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Europe;Italie;Touriste Etranger;03 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Europe;Italie;Touriste Etranger;04 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Europe;Italie;Touriste Etranger;05 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Europe;Italie;Touriste Etranger;06 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Europe;Italie;Touriste Etranger;07 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Europe;Italie;Touriste Etranger;08 jours;Periode normale;24
2017-06-16;Vendredi;Zone FIMU;Europe;Italie;Touriste Etranger;09 jours;Periode normale;35
2017-06-16;Vendredi;Zone FIMU;Europe;Italie;Touriste Etranger;10 jours;Periode normale;44
2017-06-16;Vendredi;Zone FIMU;Europe;Italie;Touriste Etranger;11 jours;Periode normale;61
2017-06-16;Vendredi;Zone FIMU;Europe;Italie;Touriste Etranger;12 jours;Periode normale;61
2017-06-16;Vendredi;Zone FIMU;Europe;Italie;Touriste Etranger;13 jours;Periode normale;88
2017-06-16;Vendredi;Zone FIMU;Europe;Italie;Touriste Etranger;14 jours;Periode normale;95
2017-06-16;Vendredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;01 jours;Periode normale;#
2017-06-16;Vendredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;02 jours;Periode normale;32
2017-06-16;Vendredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;03 jours;Periode normale;40
2017-06-16;Vendredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;04 jours;Periode normale;40
2017-06-16;Vendredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;05 jours;Periode normale;43
2017-06-16;Vendredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;06 jours;Periode normale;45
2017-06-16;Vendredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;07 jours;Periode normale;48
2017-06-16;Vendredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;08 jours;Periode normale;53
2017-06-16;Vendredi;Zone FIMU;Europe;Pays De L'Est;Touriste Etranger;09 jours;Periode normale;55
